,awardYear,laureates,prizeAmount,prizeAmountAdjusted,category.en,category.no,category.se,categoryFullName.en,categoryFullName.no,categoryFullName.se,links.action,links.href,links.rel,links.types,dateAwarded,topMotivation.en,topMotivation.se
350,1970,"[{'id': '91', 'knownName': {'en': 'Hannes Alfvén'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/91', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics', 'se': 'för grundläggande insatser och upptäckter inom magnetohydrodynamiken med fruktbärande tillämpningar inom olika områden av plasmafysiken'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '92', 'knownName': {'en': 'Louis Néel'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/92', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics', 'se': 'för grundläggande insatser och upptäckter rörande antiferromagnetism och ferrimagnetism som lett till betydelsefulla tillämpningar inom det fasta tillståndets fysik'}, 'portion': '1/2', 'sortOrder': '2'}]",400000,3177966,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1970,nobelPrize,application/json,1970-10-27,,
351,1970,"[{'id': '394', 'knownName': {'en': 'Sir Bernard Katz'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/394', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation', 'se': 'för deras upptäckter rörande signalsubstanser i nervcellernas kontaktorgan och mekanismerna för deras upplagring, frisättning och inaktivering'}, 'portion': '1/3', 'sortOrder': '1'}, {'id': '395', 'knownName': {'en': 'Ulf von Euler'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/395', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation', 'se': 'för deras upptäckter rörande signalsubstanser i nervcellernas kontaktorgan och mekanismerna för deras upplagring, frisättning och inaktivering'}, 'portion': '1/3', 'sortOrder': '2'}, {'id': '396', 'knownName': {'en': 'Julius Axelrod'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/396', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation', 'se': 'för deras upptäckter rörande signalsubstanser i nervcellernas kontaktorgan och mekanismerna för deras upplagring, frisättning och inaktivering'}, 'portion': '1/3', 'sortOrder': '3'}]",400000,3177966,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1970,nobelPrize,application/json,1970-10-15,,
352,1971,"[{'id': '240', 'knownName': {'en': 'Gerhard Herzberg'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/240', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals', 'se': 'för hans bidrag till kännedomen om elektronstruktur och geometri hos molekyler, särskilt fria radikaler'}, 'portion': '1', 'sortOrder': '1'}]",450000,3321850,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1971,nobelPrize,application/json,,,
353,1971,"[{'id': '680', 'knownName': {'en': 'Simon Kuznets'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/680', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development', 'se': 'för hans empiriskt baserade tolkning av ekonomisk tillväxt som lett till ny och fördjupad insikt i den ekonomiska och sociala strukturen och utvecklingsprocessen'}, 'portion': '1', 'sortOrder': '1'}]",450000,3321850,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/1971,nobelPrize,application/json,,,
354,1971,"[{'id': '645', 'knownName': {'en': 'Pablo Neruda'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/645', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': ""for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams"", 'se': 'för en poet, som med verkan av en naturkraft levandegör en världsdels öden och drömmar'}, 'portion': '1', 'sortOrder': '1'}]",450000,3321850,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1971,nobelPrize,application/json,,,
355,1971,"[{'id': '529', 'knownName': {'en': 'Willy Brandt'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/529', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for paving the way for a meaningful dialogue between East and West', 'no': 'for å ha banet vei for en meningsfylt dialog mellom Øst og Vest'}, 'portion': '1', 'sortOrder': '1'}]",450000,3321850,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1971,nobelPrize,application/json,1971-10-21,,
356,1971,"[{'id': '93', 'knownName': {'en': 'Dennis Gabor'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/93', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his invention and development of the holographic method', 'se': 'för hans uppfinning och utveckling av den holografiska metoden'}, 'portion': '1', 'sortOrder': '1'}]",450000,3321850,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1971,nobelPrize,application/json,,,
357,1971,"[{'id': '397', 'knownName': {'en': 'Earl W. Sutherland, Jr.'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/397', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his discoveries concerning the mechanisms of the action of hormones', 'se': 'för hans upptäckter rörande hormoners verkningsmekanismer'}, 'portion': '1', 'sortOrder': '1'}]",450000,3321850,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1971,nobelPrize,application/json,,,
358,1972,"[{'id': '241', 'knownName': {'en': 'Christian Anfinsen'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/241', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation', 'se': 'för hans arbeten över ribonukleas, särskilt rörande sambandet mellan aminosyrasekvensen och den biologiskt aktiva konformationen'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '242', 'knownName': {'en': 'Stanford Moore'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/242', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule', 'se': 'för deras bidrag till förståelsen av sambandet mellan kemisk struktur och katalytisk aktivitet hos ribonukleasmolekylens aktiva centrum'}, 'portion': '1/4', 'sortOrder': '2'}, {'id': '243', 'knownName': {'en': 'William H. Stein'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/243', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule', 'se': 'för deras bidrag till förståelsen av sambandet mellan kemisk struktur och katalytisk aktivitet hos ribonukleasmolekylens aktiva centrum'}, 'portion': '1/4', 'sortOrder': '3'}]",480000,3345725,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1972,nobelPrize,application/json,,,
359,1972,"[{'id': '681', 'knownName': {'en': 'John R. Hicks'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/681', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their pioneering contributions to general economic equilibrium theory and welfare theory', 'se': 'för deras banbrytande insatser inom allmän ekonomisk jämviktsteori och välfärdsteori'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '682', 'knownName': {'en': 'Kenneth J. Arrow'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/682', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their pioneering contributions to general economic equilibrium theory and welfare theory', 'se': 'för deras banbrytande insatser inom allmän ekonomisk jämviktsteori och välfärdsteori'}, 'portion': '1/2', 'sortOrder': '2'}]",480000,3345725,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/eco/1972,nobelPrize,application/json,1972-10-25,,
360,1972,"[{'id': '647', 'knownName': {'en': 'Heinrich Böll'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/647', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature', 'se': 'för en diktning som genom sin förening av tidshistorisk vidsyn och ömsint gestaltningsförmåga verkat förnyande inom tysk litteratur'}, 'portion': '1', 'sortOrder': '1'}]",480000,3345725,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/lit/1972,nobelPrize,application/json,,,
361,1972,,480000,3345725,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/pea/1972,nobelPrize,application/json,,No Nobel Prize was awarded this year. The prize money for 1972 was allocated to the Main Fund.,
362,1972,"[{'id': '66', 'knownName': {'en': 'John Bardeen'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/66', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their jointly developed theory of superconductivity, usually called the BCS-theory', 'se': 'för den av dem gemensamt utvecklade teorien för supraledningsfenomenet, vanligen kallad BCS-teorien'}, 'portion': '1/3', 'sortOrder': '1'}, {'id': '95', 'knownName': {'en': 'Leon N. Cooper'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/95', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their jointly developed theory of superconductivity, usually called the BCS-theory', 'se': 'för den av dem gemensamt utvecklade teorien för supraledningsfenomenet, vanligen kallad BCS-teorien'}, 'portion': '1/3', 'sortOrder': '2'}, {'id': '96', 'knownName': {'en': 'Robert Schrieffer'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/96', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their jointly developed theory of superconductivity, usually called the BCS-theory', 'se': 'för den av dem gemensamt utvecklade teorien för supraledningsfenomenet, vanligen kallad BCS-teorien'}, 'portion': '1/3', 'sortOrder': '3'}]",480000,3345725,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/phy/1972,nobelPrize,application/json,,,
363,1972,"[{'id': '398', 'knownName': {'en': 'Gerald M. Edelman'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/398', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the chemical structure of antibodies', 'se': 'för deras upptäckter rörande immunkropparnas kemiska byggnad'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '399', 'knownName': {'en': 'Rodney R. Porter'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/399', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their discoveries concerning the chemical structure of antibodies', 'se': 'för deras upptäckter rörande immunkropparnas kemiska byggnad'}, 'portion': '1/2', 'sortOrder': '2'}]",480000,3345725,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/med/1972,nobelPrize,application/json,,,
364,1973,"[{'id': '244', 'knownName': {'en': 'Ernst Otto Fischer'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/244', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds', 'se': 'för deras var för sig utförda pionjärarbeten över de metallorganiska så kallade sandwichföreningarnas kemi'}, 'portion': '1/2', 'sortOrder': '1'}, {'id': '245', 'knownName': {'en': 'Geoffrey Wilkinson'}, 'links': {'action': 'Get', 'href': 'http://masterdataapi.nobelprize.org/2/laureate/245', 'rel': 'laureate', 'types': 'application/json'}, 'motivation': {'en': 'for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds', 'se': 'för deras var för sig utförda pionjärarbeten över de metallorganiska så kallade sandwichföreningarnas kemi'}, 'portion': '1/2', 'sortOrder': '2'}]",510000,3331882,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,Get,http://masterdataapi.nobelprize.org/2/nobelPrize/che/1973,nobelPrize,application/json,1973-10-23,,
